origin,destination,passengers
42,60,1355
106,287,51
0,192,48286
61,9,316672
104,85,159
50,18,69788
81,7,61903
103,23,112
79,138,53
56,86,122
162,54,53
71,137,550
0,64,342974
103,18,118
26,120,7960
0,12,493161
60,48,154
124,23,31786
128,31,26748
70,48,580
9,137,64644
145,18,57
5,9,817066
73,74,269
46,138,298
18,113,28207
16,73,58
62,113,123
80,64,58
12,48,89335
49,50,1675
14,76,115889
71,143,59
9,22,530597
2,173,59
11,17,1659
173,9,1133
118,23,44196
128,9,139278
36,24,126394
31,126,128
9,106,158148
90,24,119672
18,120,12182
50,186,138
50,138,62
96,113,62
143,31,706
142,31,118
61,31,82513
66,46,63
16,104,415
16,122,63
99,138,63
103,46,133
72,24,134682
105,61,63
103,85,63
155,126,64
88,48,365
74,66,292
122,64,64
53,70,170
87,76,64
103,33,158
42,113,64
60,23,253
0,100,142928
39,167,65
156,61,5689
188,27,65
81,76,65
21,88,44202
31,63,36523
73,23,66125
46,54,65
45,66,141
81,46,65
90,65,561
71,136,377
137,285,66
35,61,84615
18,54,114243
73,54,57173
16,229,66
21,153,433
166,74,207
93,64,67
70,64,132
53,172,67
16,70,67
11,120,223
17,2,723248
74,57,1103
173,31,5165
37,24,135137
53,41,281
21,7,280365
63,31,36766
21,74,40361
27,186,68
93,85,68
42,20,97723
45,41,99326
14,66,411
285,142,69
123,103,113
46,65,75
61,156,5222
145,85,69
62,24,3460
14,61,93373
2,24,176098
61,206,69
56,99,309
49,86,70
7,54,231927
179,74,70
27,138,10836
60,0,212535
21,15,432219
96,99,132
136,60,70
199,37,101
85,16,548
136,71,309
118,54,148
126,173,71
244,31,71
57,66,7306
9,136,58905
11,199,71
96,24,121827
21,0,657826
143,9,44682
37,99,71
14,85,130
106,126,184
237,14,27297
66,23,42949
31,61,81321
124,186,72
9,91,90547
48,32,43570
25,0,494927
16,237,72
60,189,72
12,33,210412
55,83,677
23,17,7398
37,160,210
293,287,73
93,66,320
63,126,1849
67,25,51239
93,113,73
96,66,73
21,193,12096
97,9,61455
9,97,61777
41,33,69042
189,60,73
61,67,73
96,85,74
137,9,65217
88,46,74
61,35,84189
91,9,90574
120,64,132
9,143,45195
31,143,707
27,86,12538
37,36,7337
60,136,74
73,57,950
104,166,181
96,11,78269
136,9,60665
86,76,76
17,120,75
14,23,153290
25,7,251453
12,37,74191
17,15,795895
33,67,567
37,124,305
50,113,76
9,61,313899
85,18,73020
107,33,76
21,94,23681
42,65,362
33,103,76
15,41,1461
41,19,8595
13,42,62475
266,33,80
86,65,140
74,85,28
194,66,33
49,79,2600
79,49,2801
21,16,112134
79,56,43
17,79,45038
16,11,1914
56,54,54
56,60,55
54,56,56
239,13,56
6,72,1300
60,56,85
66,15,43327
16,52,254493
6,41,49702
52,86,69
21,66,71
66,41,71
56,79,105
19,41,2352
13,118,72
65,85,72
164,6,1592
21,164,835
109,6,16331
74,54,3089
54,16,2108
52,16,260828
52,66,1491
52,48,13762
85,13,399
16,85,157
41,52,945
41,6,52478
6,53,2059
239,65,186
23,66,41367
21,26,218315
72,41,1885
6,66,89839
66,6,90921
13,72,45416
16,21,112478
21,53,90882
102,53,1998
239,53,87
6,79,185946
6,43,870144
43,72,415
21,72,38050
86,53,91
26,21,235322
13,86,23737
125,7,105186
27,12,233799
16,53,167924
25,13,165092
74,41,96
21,57,109483
72,16,43940
13,93,535
41,11,265026
37,25,101305
43,217,621
96,54,241
41,79,32751
43,21,48955
64,172,45
54,64,8895
14,232,562
92,99,46
11,216,16450
99,223,231
37,146,645
146,37,585
183,22,4277
22,183,4012
216,99,143
223,50,30
99,11,18760
19,146,30
241,119,32
157,1,32
119,241,33
115,50,33
63,8,229525
50,115,34
164,23,3027
227,37,38
24,216,40
258,3,27720
232,99,386
216,232,319
146,160,40
232,14,805
119,0,39441
146,19,40
169,153,449
6,223,42
130,18,2904
105,66,44
50,88,279
105,36,100
36,105,220
115,146,45
121,48,46
228,33,48
169,160,49
22,78,63
228,26,50
22,77,47487
77,22,46325
37,152,14086
152,37,14564
99,50,539
54,172,50
172,54,50
14,146,18610
411,223,50
223,411,50
199,228,50
223,3,38015
60,92,223
228,45,50
45,228,50
153,169,427
33,228,50
0,119,38583
183,103,380
103,183,380
26,60,2652
3,24,276161
216,57,55
482,36,65
88,36,70
153,88,532
49,103,276
103,49,292
268,235,70
235,268,105
146,1,70
92,146,145
31,169,71
15,160,216
160,15,217
268,15,223
15,268,221
172,15,461
117,45,85
45,117,245
224,84,19933
84,224,19443
91,121,85
121,91,85
39,28,92252
146,39,253
48,70,338
172,169,90
169,172,90
268,169,415
57,79,20500
79,57,20189
172,60,100
60,172,100
48,121,106
106,183,274
183,106,268
53,13,101889
2,113,34000
17,21,308826
3,66,110677
44,12,274389
34,12,1028
17,34,122589
39,61,82396
17,158,197
12,16,46958
40,61,15275
71,20,154838
67,2,280511
61,20,149517
17,67,24945
99,3,160260
9,99,54
46,17,115189
8,20,507897
13,104,222
12,67,130482
13,44,31728
345,20,15735
2,46,188476
72,66,3539
2,23,435077
12,345,74
25,2,516785
18,42,109327
25,61,11614
36,12,368482
20,25,158796
55,61,117
2,62,252169
17,25,1493
77,8,157935
2,37,224966
16,165,88
2,85,195
12,2,547995
165,36,89
17,165,316
17,146,1104
12,5,556712
36,64,5528
153,36,753
112,2,94892
17,6,629981
17,112,96
64,13,12093
72,33,23094
2,12,537497
20,137,70526
62,12,72821
36,48,417
20,61,144897
14,80,101
41,24,131523
2,66,114882
36,86,101
12,86,101
25,165,249
18,9,291146
87,36,1327
18,80,713
17,14,228674
16,87,103
12,65,244
64,37,1335
18,165,104
12,23,183423
2,86,35809
71,9,452656
52,37,238
17,153,105
25,71,202
9,56,48367
41,64,247
14,17,233694
2,33,157158
41,54,39824
1,9,745152
12,66,24524
2,79,247
9,2,532683
2,48,172879
20,24,67160
264,25,242
49,64,4185
20,71,154047
20,264,259
20,3,269516
169,53,70
18,146,18140
276,228,149
0,141,167212
141,0,168167
0,362,157
362,0,155
0,53,609234
53,0,622793
172,50,63
268,153,250
0,160,70838
88,18,31655
153,0,101932
160,86,45
0,103,92463
103,0,93419
99,0,90793
216,14,323
15,18,221805
64,33,90560
3,17,1018424
23,113,47120
23,0,639317
180,166,109
12,18,227127
37,45,6277
169,276,31
276,169,31
50,232,218
232,50,178
11,232,245
169,121,233
121,169,71
70,37,571
141,37,695
27,169,409
93,37,335
160,37,72
27,276,82
276,27,81
27,153,156
99,216,144
45,53,9076
169,88,224
88,169,258
232,88,37
102,93,37
53,45,9444
228,169,38
169,228,38
119,232,38
232,119,38
88,232,38
37,54,7249
235,169,38
169,235,175
362,88,39
125,169,213
169,362,97
88,103,85
103,88,85
54,37,7396
90,0,121115
11,99,17618
99,258,221
88,153,489
232,24,278
125,88,270
232,258,235
276,88,44
88,276,45
232,11,219
107,141,94
125,27,277
235,88,191
88,235,192
27,125,434
37,86,6414
86,37,6831
54,88,50
88,54,50
169,27,517
100,135,58
25,88,12191
88,25,12178
29,57,38647
74,166,110
0,25,491602
62,112,267
87,148,302
120,82,199
0,87,353634
57,73,543
99,139,175
12,17,386164
62,105,82
67,120,181
99,82,84
12,153,66159
18,2,362795
112,193,87
42,27,122777
81,120,88
12,14,181172
62,95,682
67,27,3676
73,18,91350
11,135,90
14,12,181784
29,120,91
14,2,379200
7,125,99259
2,67,265311
148,94,222
0,79,131299
80,103,193
21,18,230025
53,169,215
67,82,209
28,135,98
18,73,89663
6,169,99
36,153,177
7,158,101
87,107,515
95,82,102
107,125,170
18,24,197927
141,94,103
105,135,130
0,44,370698
64,11,54784
93,166,169
66,24,1307
121,120,105
23,122,21884
124,120,105
17,3,1006067
121,88,107
53,141,232
121,93,107
99,135,107
37,117,107
93,100,332
70,27,2540
0,90,125411
165,29,109
153,193,109
107,93,178
112,120,110
94,120,110
14,104,217
152,232,40
232,37,40
37,232,40
232,223,40
223,152,40
57,48,15039
65,57,201
172,3,8536
9,267,45
10,9,669434
33,9,197679
29,9,44926
9,57,45264
9,60,45684
9,38,475575
60,9,47941
9,69,40463
69,9,40942
9,41,22808
9,3,629437
41,9,22164
9,8,746158
48,160,261
160,48,165
24,50,102332
26,38,3
90,3,142757
38,38,25
241,264,304
80,36,235
175,1,94856
36,295,209
295,36,209
3,175,1105
67,241,186
129,241,278
241,129,280
57,12,28239
488,23,34
23,488,34
79,23,60061
3,79,68908
79,3,68629
119,50,191
24,232,239
125,228,41
228,125,67
146,216,79
216,146,41
24,45,100407
160,0,72479
119,24,83
81,303,80
26,125,445
182,44,49
40,42,727
42,264,98
36,80,407
153,103,368
103,153,345
1,156,63140
156,1,62444
362,169,58
182,99,59
175,184,374
20,176,61
25,103,2494
12,175,992
140,175,65
125,4,65
4,125,69
106,45,71
54,23,69241
18,152,75
152,18,75
21,25,47245
104,37,1089
11,104,40083
24,119,127
10,59,35261
268,103,90
2,17,740202
40,206,180
70,3,99737
15,70,38518
154,12,76614
12,4,663112
17,92,549
9,154,97
29,132,403
132,29,404
134,12,142485
182,2,67424
66,37,1350
11,66,58993
3,90,141017
35,175,329
2,150,46757
0,311,104
40,81,10644
108,15,127592
240,2,67899
10,240,269
108,66,106
110,2,109881
37,53,274
12,144,26928
10,110,107
144,31,107
113,11,20479
43,11,308087
40,46,661
40,113,108
33,193,109
74,92,228
3,108,8119
2,42,284362
72,26,1470
20,175,1058
67,12,126773
22,105,302
1,125,297
40,76,111
119,3,109867
59,44,2909
92,119,112
85,11,33941
8,311,113
53,76,2189
31,85,113
54,46,250
3,140,52347
72,113,12930
72,67,115
76,46,116
33,76,2832
200,311,116
90,99,116
97,175,116
114,175,162
1,173,250
86,311,116
18,175,117
25,65,117
2,54,68924
17,311,400
9,76,279
48,46,711
72,37,118
72,99,118
140,34,118
11,1,414809
90,11,59872
118,206,119
15,46,94929
40,90,119
105,42,767
66,11,57703
110,25,20519
143,92,120
128,20,42619
57,45,3913
3,105,75539
3,57,94941
72,12,5102
162,311,120
3,110,120
27,175,264
33,1,411368
53,36,8304
44,113,138
11,43,306580
156,140,297
327,1,19798
80,2,258272
106,61,280
91,327,296
51,175,122
106,150,122
11,80,291
3,156,165
25,66,584
7,57,226137
1,71,213221
41,12,65060
1,12,728075
44,66,123
80,44,312
21,45,97076
96,37,5684
2,206,270
31,175,124
12,3,637221
36,92,124
8,119,24502
86,327,124
40,48,204
41,26,3971
311,1,20678
21,46,52278
37,32,43336
99,150,125
158,11,505
63,1,251506
106,311,125
46,25,347
31,158,125
54,85,490
200,20,34998
21,36,156566
21,165,432
38,9,486178
36,17,136783
9,127,223922
9,35,440400
12,44,250402
83,9,160369
25,14,135434
16,2,224309
2,132,40908
127,9,221789
12,20,193609
20,12,190615
18,25,126290
9,83,160028
1,32,382023
250,1,53291
9,250,116
14,165,116
14,25,132360
42,11,61018
9,77,94503
137,345,196
25,16,268834
9,25,191614
20,138,126
9,48,58671
37,213,128
0,93,324075
37,125,187
88,37,65
50,0,332283
0,99,94824
14,65,14898
91,14,120895
37,2,221763
16,34,282
137,20,71662
32,20,100769
26,66,26784
258,232,238
140,61,169
93,401,231
80,0,113782
105,0,93695
18,8,296984
0,69,91964
55,20,117219
180,6,857
18,79,52436
52,14,15359
0,29,341980
143,20,74507
72,14,39225
79,18,54706
0,80,115424
200,137,206
14,200,198
118,0,37459
44,0,390436
40,117,14220
14,150,59239
65,0,159943
150,14,60257
14,41,318953
125,37,161
15,125,6114
54,18,120195
0,65,161705
21,93,49085
25,42,103876
113,0,85682
25,46,232
27,119,10995
109,82,99
20,32,106691
20,51,114470
53,17,127667
81,14,63390
16,36,130582
184,0,12980
119,88,107
36,16,132298
0,105,94886
38,81,262
200,71,241
0,72,348783
94,0,226668
20,143,73075
72,0,353195
14,71,101090
37,180,243
17,12,377889
20,184,843
158,0,37339
1,61,238116
164,0,161600
146,93,442
117,166,117
357,0,237
60,117,389
109,357,118
37,132,118
119,27,10795
62,88,120
17,99,35997
18,53,59093
25,99,224
14,8,567439
53,18,60553
112,0,239614
27,56,89117
14,64,154
15,14,147932
85,0,121559
20,42,99067
14,52,15900
15,64,56557
17,53,126665
27,20,84946
117,27,11514
0,85,123930
6,17,630730
37,229,128
52,113,128
137,71,129
0,107,256126
0,94,225310
0,164,160470
18,57,47679
20,34,45908
20,27,86507
180,15,279
107,0,255980
109,53,130
0,118,36407
26,18,307672
41,14,322672
0,158,35918
18,26,306019
59,0,155437
14,72,38544
57,18,47183
11,117,487
375,1,10024
204,17,136
160,172,48
216,33,2636
14,50,75481
482,0,43
14,33,74898
21,14,228966
14,21,228112
14,130,158
482,11,76
19,14,118339
14,216,346
50,223,27
223,14,502
50,482,36
172,14,36
14,172,36
482,50,37
50,3,190173
27,335,136
25,335,83
34,31,80
14,84,49
77,20,63502
27,482,113
130,89,1148
160,14,117
21,119,1037
119,21,865
42,54,219
44,11,72239
16,25,273842
44,37,114
74,13,58662
41,109,482
13,77,120
8,65,7009
92,1,306481
13,92,613
56,38,132
13,41,230289
65,12,202
13,120,136
33,60,37
42,82,1
95,110,46
78,61,1
42,115,1
21,76,31486
73,85,9446
56,107,3
27,59,588
111,15,3
44,110,132
27,80,1733
46,53,187
34,48,859
42,79,4
129,6,149
29,79,5
110,21,6
21,12,199529
69,24,7
155,31,8
87,94,363
60,67,804
35,129,9
31,25,38013
72,111,10
144,40,11
17,105,11
48,59,184
59,42,95
25,54,156
154,29,13
42,13,63434
50,42,505
37,42,895
69,35,14
92,56,189
32,59,330
42,37,451
80,10,17
78,4,379
60,53,19
29,112,22
42,78,94
55,22,1540
51,0,25
144,92,197
6,113,9033
113,6,9057
79,32,149
110,44,451
76,32,29
144,27,29
115,45,64
111,96,507
53,67,32
42,57,1663
79,29,34
112,82,37
42,144,37
94,3,2956
72,82,178
107,82,199
69,12,93040
81,133,46
37,34,1862
94,6,57
55,114,539
48,21,72852
82,154,60
43,1,60
60,42,1499
1,87,30263
72,6,2154
36,112,253
129,34,2327
55,78,359
21,48,73963
35,59,431
3,34,250
91,8,74
133,27,75
32,62,317
41,72,716
110,59,222
97,35,85
6,1,550581
24,81,86
22,97,37269
24,21,2991
42,56,187
94,95,3213
72,64,93
64,14,93
59,110,207
21,81,37460
59,69,430
6,186,1186
133,44,1859
46,21,53855
36,129,276
69,34,117660
107,94,270
71,22,40283
38,44,104
69,110,427
153,93,106
25,80,42357
76,33,3054
90,45,107
70,53,256
12,53,81843
186,6,1180
25,129,32481
66,70,241
67,77,166
144,129,155
129,25,32845
3,42,233946
93,153,167
9,155,75794
65,48,972
235,32,111
53,32,44711
15,235,111
115,64,4842
42,3,227770
112,33,212
14,59,9034
133,34,150766
105,144,132
92,34,999
95,94,3131
74,25,255
12,25,250481
110,69,526
0,110,117
46,70,118
4,129,278
76,28,116049
81,42,324
20,91,109612
6,87,36508
34,81,9575
40,110,119
9,1,734134
26,76,10145
21,80,15426
110,24,119
77,44,302
42,48,297
81,83,3974
59,129,121
91,184,121
26,94,123
29,154,123
78,184,376
27,144,252
34,3,166
43,41,762
0,92,870
70,12,43460
50,67,124
82,112,409
69,59,449
114,184,125
27,184,267
107,36,253
59,1,268785
53,27,96505
5,105,25610
60,19,126
22,107,126
50,45,127
80,95,293
32,82,229
22,56,296
9,71,445713
87,0,355140
15,87,55084
82,25,485
23,42,48705
42,67,367
20,92,44268
79,37,8006
64,45,129
29,77,289
22,110,264
79,53,2054
51,32,202
51,56,129
36,87,130
32,45,579
95,70,130
112,154,130
28,105,944
34,49,7455
129,4,130
105,22,130
42,38,594
357,53,131
95,112,334
144,67,131
92,129,131
34,95,423
82,45,1087
45,82,1080
20,59,63242
32,357,131
61,4,103223
38,59,577
44,55,131
34,85,131
144,1,30567
129,144,133
115,23,16551
66,93,452
105,92,265
48,82,133
27,60,1902
25,87,133
36,52,788
42,93,307
27,154,133
65,53,133
9,92,619
44,83,133
78,67,272
21,133,133
23,92,397
67,223,196
105,327,134
87,32,18480
20,77,62554
4,144,207
8,81,78008
4,60,31925
23,144,134
21,50,112456
223,67,374
0,50,328668
82,12,54995
49,53,15113
19,93,10152
133,67,135
37,62,310
37,52,710
32,74,135
96,50,135
21,32,190527
32,21,187834
19,64,7544
97,92,323
34,46,135
22,67,1319
6,60,24156
336,1,14860
105,67,434
107,26,891
61,91,277
50,21,112375
49,21,95892
91,336,136
24,93,45944
6,120,11801
36,67,278
32,36,78767
50,53,1789
10,77,38684
33,81,136
85,53,291
42,53,446
31,92,592
26,105,449
1,41,123990
103,29,137
105,29,306
32,120,137
15,74,30921
59,83,137
28,86,137
27,105,279
4,184,3522
55,92,310
19,66,77873
31,176,276
50,12,59733
32,52,137
35,144,309
24,105,557
105,24,555
153,184,137
40,105,366
51,67,270
24,129,137
129,24,189
154,133,138
176,92,196
26,82,45027
36,72,138
80,92,568
42,92,696
144,8,203
87,44,454
129,36,138
64,19,7570
41,49,102000
70,144,138
78,129,298
42,66,138
56,59,138
24,327,138
35,12,52504
40,82,305
191,32,271
78,55,139
38,35,314
35,63,1416
82,27,920
28,191,139
29,103,139
144,105,139
82,32,172
45,42,308
67,92,408
94,12,4420
41,93,139
45,105,261
26,64,18090
20,129,139
35,184,280
55,110,139
29,180,139
29,48,17268
34,66,308
6,92,2411
40,62,320
297,29,140
144,59,163
107,6,140
69,92,276
85,37,5307
37,41,595
106,4,46107
44,77,501
91,59,140
8,297,140
72,49,30756
51,92,140
10,184,757
32,176,309
48,52,13566
3,184,11026
184,153,140
55,44,1074
5,154,309
38,110,140
21,44,214
24,92,291
51,83,145
397,1,8542
81,60,456
154,25,290
129,67,612
73,82,141
107,19,141
72,135,141
91,92,141
69,154,302
44,87,141
42,59,207
38,77,141
78,92,141
34,41,7695
21,52,136342
56,53,272
36,397,141
34,56,6381
111,53,141
155,55,141
42,72,2352
3,59,72063
85,19,44041
8,82,318
9,45,63187
261,5,1018
135,27,328
76,56,213
67,59,142
72,93,142
42,76,317
36,41,1002
78,176,142
83,184,142
35,176,142
39,77,7069
31,261,525
31,184,456
3,92,53615
10,92,610
92,45,315
6,76,40903
60,6,23281
43,64,211
45,77,314
26,92,256
22,45,311
22,70,142
92,59,298
20,327,143
87,6,36786
78,77,143
45,87,320
107,64,143
12,92,35811
21,95,18318
32,184,143
46,26,150452
32,54,568
32,77,143
60,10,8466
26,69,143
38,45,317
23,89,183
13,12,205476
24,115,134706
115,24,133104
24,149,7221
149,24,7341
6,73,29368
149,37,14711
104,79,116
79,7,143335
104,266,113
146,149,1
149,57,10521
170,6,14975
204,6,26957
23,41,185238
19,79,56803
69,6,14371
31,23,102
79,104,395
263,79,95
79,46,482
79,19,53455
266,24,107
113,232,112
115,66,120
170,88,200
69,53,8034
69,26,147
69,102,734
212,212,16
77,98,15
210,153,70
2,218,87443
104,172,32
86,216,93
216,11,16403
141,26,3087
261,98,352
224,104,30
148,210,70
82,88,60
134,44,80
261,4,58
4,261,59
228,53,145
135,125,47
98,5,15212
5,98,13418
24,104,111
261,77,214
77,261,175
488,66,45
104,0,229873
130,48,1560
97,261,172
303,129,199
98,22,4895
69,98,2267
79,24,182292
48,146,38
261,356,60
356,261,60
98,55,196
93,122,97
77,5,107251
210,44,958
66,65,80
153,2,86702
65,79,270
66,88,178
148,135,274
125,33,21989
78,63,73365
15,141,55534
261,63,38
63,261,40
14,258,238
104,11,39462
45,216,34
60,226,43
141,104,191
172,146,76
153,133,42
86,104,176
146,86,196
125,15,5786
9,63,105727
1,98,349
44,59,2636
22,59,51000
261,1,967
28,37,121319
146,11,1268
53,210,84
133,69,2332
210,7,3357
235,44,31
48,141,199
261,110,395
110,261,401
356,31,108
148,50,1063
61,98,14687
125,103,222
5,285,1150
148,146,473
210,104,82
104,210,6
44,98,65
15,210,402
31,78,50
48,148,491
98,128,7047
228,133,196
1,210,116
24,41,130324
14,210,1777
261,9,431
9,261,436
67,261,520
257,261,704
133,98,1472
261,218,145
104,268,62
98,31,82
285,98,93
44,125,329
113,210,2770
133,15,1017
15,133,794
11,148,762
60,261,1287
210,65,893
212,133,8031
2,15,630895
48,34,673
44,76,72
15,209,385
15,54,124270
41,85,896
15,79,1127
11,210,31
98,153,65
102,210,184
104,133,182
15,42,49117
14,98,21653
349,261,465
261,349,406
210,212,509
14,77,11120
367,48,120
22,12,221140
2,63,147303
63,44,287
210,401,686
188,261,1003
98,228,1548
209,113,136
63,133,63
43,210,114
98,15,16
15,98,191
37,261,530
134,133,1
39,98,2711
32,104,5
210,25,12
22,134,12
78,188,161
104,8,26
98,212,2623
105,310,15
81,105,15
56,223,15
81,122,119
210,129,15
223,70,15
310,49,15
122,210,15
14,276,15
44,81,15
125,14,172
14,125,244
129,10,15
10,338,15
54,44,15
122,22,115
133,133,16
44,44,32
76,252,16
252,76,16
98,77,112
133,209,970
212,98,173
210,12,9475
12,210,9298
240,44,16
212,77,16
133,12,45034
133,264,16
210,228,115
228,210,4319
133,210,5090
29,362,16
15,228,2657
129,98,16
362,26,16
69,5,123608
119,1,97838
264,310,16
210,224,16
228,44,79
224,29,16
22,129,183
209,228,417
26,133,16
212,209,14674
44,212,898
15,151,145
12,98,386
1,133,5089
310,133,16
210,98,1289
133,119,16
212,12,644
153,98,16
69,228,1017
133,22,49
210,22,693
228,98,262
65,133,16
138,133,16
11,209,195
53,98,420
210,43,2098
133,151,40
44,151,16
15,212,16
79,54,149
37,295,17
66,463,17
113,65,94
85,130,433
170,172,17
60,105,881
29,210,17
44,304,17
295,130,929
130,170,1119
33,125,22531
79,66,1884
227,66,3711
48,163,17
100,148,241
130,100,825
86,49,17
180,148,1764
228,15,80
69,1,149501
148,133,17
102,49,17
133,148,167
11,146,1303
62,129,17
228,113,135
148,37,1272
163,148,105
10,71,50428
67,146,157
50,153,17
210,227,17
227,210,138
34,122,17
304,77,17
66,210,3914
146,180,17
53,133,17
98,71,14443
148,65,192
125,44,17
133,70,17
14,239,17
133,212,724
65,15,276
105,11,17
98,14,21925
285,69,1275
133,50,17
105,10,17
239,210,17
113,44,82
71,3,21453
50,98,17
44,31,17
71,50,17
401,209,17
130,216,18
129,303,52
216,45,97
210,11,49
44,210,726
210,113,288
11,70,36068
59,144,21
261,69,739
70,11,35983
117,63,133
133,62,23
62,133,23
210,29,300
86,48,415
261,92,516
201,210,24
133,201,24
53,228,41
133,53,25
81,117,288
70,86,265
86,15,3856
44,235,28
53,44,82
295,80,29
29,295,29
42,235,30
297,69,30
276,235,83
367,261,196
165,98,31
398,5,31
48,172,67
98,165,32
44,123,33
51,61,14959
123,95,141
164,258,35
95,261,316
48,3,217158
56,153,36
8,134,36
183,44,37
18,183,37
105,62,39
44,244,39
244,11,39
228,153,207
97,177,245
177,97,118
153,228,41
261,245,87
177,188,41
103,34,2201
34,129,1968
335,77,97
153,106,43
20,255,44
205,20,44
38,133,44
245,261,91
24,162,45
106,153,45
141,172,132
31,98,112
411,77,47
163,218,48
134,25,216
99,210,49
303,93,49
20,411,208
268,276,225
69,261,771
98,38,136
24,169,52
188,78,140
70,146,102
169,24,54
60,103,55
93,232,55
98,12,1074
46,218,204
273,129,269
103,37,124
261,97,283
76,261,989
172,86,234
50,265,60
265,50,60
105,1,156158
82,162,60
82,55,60
67,129,377
151,133,62
133,60,208
133,63,63
105,44,64
212,69,1364
70,268,65
212,44,186
160,67,114
77,71,112
60,38,507
60,146,66
12,228,66
53,204,1964
71,24,66
24,239,67
42,210,1184
261,300,655
300,261,677
261,44,1003
239,251,68
60,25,106
251,218,68
63,356,167
356,63,168
82,42,70
80,199,70
362,60,71
199,218,71
81,20,1537
261,76,905
150,29,73
218,15,73
42,218,74
255,218,165
59,261,465
151,15,504
67,60,241
261,42,1053
20,339,12818
60,362,81
36,55,81
60,268,151
228,209,449
257,98,15880
165,63,466
98,285,1297
270,132,84
98,240,356
29,150,85
237,223,86
1,261,1170
53,11,129284
36,63,324
63,36,324
113,401,87
339,20,12959
261,2,738
12,113,293
60,210,89
44,261,1181
139,218,91
261,34,249
34,261,250
2,261,749
212,210,2737
69,113,447
63,165,475
210,128,93
105,210,1679
199,361,447
98,44,346
69,210,5590
204,54,103
69,212,1411
261,129,262
69,204,497
63,167,107
44,105,219
129,261,269
167,336,107
60,193,108
